  CrystFEL reflection list version 2.0                                
  Symmetry: mmm                                                       
   h    k    l          I    phase   sigma(I)   nmeas                 
  23   32   10       5.74        -       4.88      18
  23   32   11       3.97        -       7.62      13
  23   32   12      -7.37        -       3.47      14
  23   32   13       1.76        -       3.44      13
  23   32   14       2.34        -       4.52       7
  23   32   15      -0.68        -       3.54       7
  23   32   16      -0.25        -       0.94       3
  23   33    0      10.57        -      14.94      10
  23   33    1       1.87        -       5.83      23
  23   33    2       4.47        -       5.78      25
  23   33    3      -0.09        -       3.84      28
  23   33    4      -7.25        -       6.62      17
  23   33    5       0.25        -       6.11      17
  23   33    6      16.74        -      13.23      10
  23   33    7       6.30        -       5.47      17
  23   33    8      -0.06        -       4.91      17
  23   33    9      -2.19        -       2.26       9
  23   33   10      -0.48        -       3.78      10
  23   33   11      -1.31        -       2.30       9
  23   33   12      -1.72        -       2.18      10
  23   33   14      -0.75        -       2.51       2
  23   33   15      -1.52        -       2.00       2
  23   34    0      -2.88        -       7.71       7
  23   34    1      -5.19        -       3.78      16
  23   34    2     -10.46        -       6.95      17
  23   34    3      -4.01        -       3.45      13
  23   34    4      -6.68        -       3.72       7
  23   34    5       0.66        -       2.04      15
  23   34    6       0.63        -       1.81      11
  23   34    7      -3.41        -       3.19       9
  23   34    8       0.65        -       3.22      11
  23   34    9       0.26        -       2.45       5
  23   34   10       4.85        -       2.94       4
  23   34   11       2.02        -       3.28       3
  23   34   12       0.33        -       1.52       2
  23   35    0       0.31        -       2.15       4
  23   35    1       2.23        -       2.79       9
  23   35    2       4.11        -       2.40       3
  23   35    3       1.81        -       3.29       8
  23   35    4       5.96        -       9.11       3
  23   35    5      -7.50        -       1.38       3
  23   35    6      -0.95        -       1.64       8
  23   35    7      -5.45        -       3.56       2
  23   35    8     -12.36        -       7.45       2
  23   36    1      -1.87        -       0.08       2
  23   36    2       1.18        -       1.05       2
  24    0    0     883.40        -     118.67     123
  24    0    1      -3.09        -       8.01     183
  24    0    2      63.27        -      13.37     178
  24    0    3      54.69        -      11.72     166
  24    0    4      22.36        -       8.78     183
  24    0    5       9.64        -       7.77     164
  24    0    6       8.57        -       8.23     151
  24    0    7       3.74        -       6.97     166
  24    0    8       0.47        -       7.75     151
  24    0    9       2.79        -       8.24     155
  24    0   10       7.89        -       7.95     131
  24    0   11      -2.67        -       7.34     134
  24    0   12       3.77        -       7.49     135
  24    0   13      75.93        -      11.39     128
  24    0   14       0.43        -       8.89     112
  24    0   15      14.65        -       8.47      93
  24    0   16      42.95        -      23.12      73
  24    0   17      -1.83        -       8.95      77
  24    0   18       6.63        -       8.68      82
  24    0   19      -1.75        -       8.51      66
  24    0   20      11.34        -      11.75      60
  24    0   21      -4.11        -       8.26      58
  24    0   22      62.63        -      20.68      42
  24    0   23      13.48        -       7.50      53
  24    0   24      34.61        -      17.17      36
  24    0   25       0.90        -       7.57      30
  24    0   26       4.18        -       6.05      28
  24    0   27      -6.19        -       7.51      27
  24    0   28      -6.09        -       6.73      23
  24    0   29      11.85        -      10.74      16
  24    0   30      -9.67        -       4.87      12
  24    0   32      -2.17        -       5.55       2
  24    1    0      29.03        -       8.54     196
  24    1    1      69.16        -       9.05     351
  24    1    2      13.50        -       5.96     322
  24    1    3      83.31        -      11.14     339
  24    1    4      24.69        -       6.97     333
  24    1    5      12.12        -       5.30     353
  24    1    6      48.16        -       8.00     316
  24    1    7      14.56        -       6.54     328
  24    1    8       2.05        -       5.09     327
  24    1    9       9.51        -       5.59     303
  24    1   10      10.01        -       4.90     295
  24    1   11       3.80        -       5.71     272
  24    1   12       1.80        -       5.35     254
  24    1   13      -7.14        -       5.41     240
  24    1   14      37.40        -       7.39     229
  24    1   15      65.64        -       8.54     196
  24    1   16       4.00        -       5.51     157
  24    1   17      23.52        -       6.24     167
  24    1   18      37.56        -       7.74     142
  24    1   19      44.36        -       8.94     144
  24    1   20       3.23        -       6.52     110
  24    1   21      44.07        -       7.92     108
  24    1   22       5.65        -       8.10      84
  24    1   23      38.13        -      10.61      91
  24    1   24       4.41        -       5.77      73
  24    1   25      -1.54        -       5.04      59
  24    1   26       7.55        -       7.40      38
  24    1   27       3.43        -       7.46      39
  24    1   28       0.86        -       6.12      34
  24    1   29      -2.65        -       6.78      30
  24    1   30       7.27        -      11.83      15
  24    1   31      -6.20        -       7.56       6
  24    1   32       0.37        -       2.57      10
  24    1   33       0.32        -       0.33       3
  24    2    0      -0.55        -       7.80     183
  24    2    1     101.48        -      12.50     334
  24    2    2      25.78        -       6.49     368
  24    2    3      31.41        -       6.91     329
  24    2    4      15.10        -       5.60     346
  24    2    5     101.89        -      10.33     359
  24    2    6      60.27        -       9.46     315
  24    2    7      39.42        -       7.02     359
  24    2    8       9.26        -       5.19     337
  24    2    9       7.77        -       5.27     307
  24    2   10      -7.21        -       5.05     292
  24    2   11      -5.16        -       6.08     240
  24    2   12      18.84        -       6.14     241
  24    2   13      35.17        -       7.64     226
  24    2   14       1.47        -       5.60     225
  24    2   15      32.52        -       6.99     173
  24    2   16       4.52        -       5.67     171
  24    2   17      30.87        -       7.11     163
  24    2   18      16.85        -       5.49     162
  24    2   19      14.30        -       6.45     127
  24    2   20      10.04        -       6.28     101
  24    2   21       7.81        -       6.69      89
  24    2   22       4.07        -       5.76      94
  24    2   23       2.66        -       5.54      80
  24    2   24       1.00        -       6.03      71
  24    2   25      15.95        -       6.24      55
  24    2   26      22.27        -       9.37      34
  24    2   27      11.09        -       5.73      46
  24    2   28      -0.07        -       4.93      39
  24    2   29       5.27        -       5.60      25
  24    2   30      -1.96        -       8.68      14
  24    2   31      -4.15        -       7.17       7
  24    2   32      -1.96        -       2.89       3
  24    3    0      -3.51        -       7.36     183
  24    3    1       4.30        -       5.59     338
  24    3    2       0.47        -       5.66     327
  24    3    3      14.50        -       5.57     346
  24    3    4      80.85        -       9.70     345
  24    3    5      14.39        -       5.18     344
  24    3    6      37.73        -       7.28     321
  24    3    7      18.52        -       5.46     343
  24    3    8       7.30        -       6.32     325
  24    3    9       7.92        -       5.57     296
  24    3   10      -3.79        -       4.85     288
  24    3   11      -5.28        -       5.89     241
  24    3   12       4.19        -       5.45     260
  24    3   13      16.29        -       6.24     198
  24    3   14      44.64        -       6.67     200
  24    3   15      14.01        -       5.92     164
  24    3   16      67.22        -      12.73     151
  24    3   17      14.81        -       5.63     145
  24    3   18      54.82        -      12.42     151
  24    3   19      21.89        -       8.36     123
  24    3   20      34.70        -       7.84     119
  24    3   21      15.69        -       5.53     101
  24    3   22       5.46        -       6.02      91
  24    3   23      -5.56        -       5.73      78
  24    3   24      -2.52        -       5.70      69
  24    3   25      13.54        -       5.97      58
  24    3   26       3.73        -       4.64      66
  24    3   27       7.21        -       6.19      39
  24    3   28      10.29        -       5.49      34
  24    3   29      13.70        -       7.29      22
  24    3   30      -5.00        -       8.39      16
  24    3   31      -1.50        -       5.57       7
  24    3   32      -1.01        -       3.06       5
  24    4    0      15.41        -       7.18     182
  24    4    1      22.38        -       6.00     360
  24    4    2      30.62        -       6.51     369
  24    4    3      23.36        -       6.38     333
  24    4    4       7.94        -       5.95     355
  24    4    5      45.38        -       6.68     337
  24    4    6      -0.32        -       6.31     282
  24    4    7      31.42        -       6.28     290
  24    4    8      23.28        -       6.03     286
  24    4    9      24.55        -       6.48     276
  24    4   10      23.17        -       6.50     296
  24    4   11      -3.80        -       5.19     278
  24    4   12       9.01        -       6.11     217
  24    4   13      -4.50        -       5.83     197
  24    4   14      35.70        -       6.86     204
  24    4   15      15.41        -       7.42     154
  24    4   16       3.10        -       5.28     194
  24    4   17      27.38        -       7.24     148
  24    4   18      15.03        -       6.54     134
  24    4   19      30.05        -       8.90     137
  24    4   20       1.72        -       5.80     110
  24    4   21       7.90        -       7.48      98
  24    4   22       2.16        -       5.65      95
  24    4   23      11.93        -       5.66      78
  24    4   24       4.49        -       4.94      56
  24    4   25      -1.55        -       5.62      54
  24    4   26      27.29        -       8.20      38
  24    4   27       9.91        -       4.73      49
  24    4   28       0.49        -       6.70      28
  24    4   29       6.19        -       9.16      24
  24    4   30      18.59        -       4.67      20
  24    4   31       2.19        -       4.62      11
  24    4   32      -7.43        -       3.33       9
  24    4   33      -1.17        -       2.80       2
  24    5    0      38.33        -       9.83     141
  24    5    1     233.39        -      19.99     363
  24    5    2      62.71        -       7.53     332
  24    5    3      31.98        -       6.71     298
  24    5    4      33.21        -       5.23     330
  24    5    5      17.14        -       5.52     333
  24    5    6      27.32        -       6.23     336
  24    5    7       8.87        -       5.86     303
  24    5    8      27.20        -       6.89     306
  24    5    9       0.12        -       5.74     273
  24    5   10      12.96        -       5.40     275
  24    5   11      18.71        -       5.73     278
  24    5   12      13.86        -       5.71     251
  24    5   13      -2.36        -       6.05     197
  24    5   14       2.94        -       5.96     162
  24    5   15      18.85        -       7.01     148
  24    5   16       8.81        -       6.10     161
  24    5   17      22.22        -       5.26     180
  24    5   18      -2.16        -       6.37     137
  24    5   19      -5.90        -       5.67     119
  24    5   20       1.50        -       5.70      94
  24    5   21      10.97        -       7.57      87
  24    5   22      17.03        -       7.76      79
  24    5   23       0.82        -       5.85      58
  24    5   24       0.90        -       7.01      67
  24    5   25      29.49        -      15.04      41
  24    5   26      -4.02        -       6.44      46
  24    5   27       6.90        -       7.35      43
  24    5   28      -0.24        -       6.13      28
  24    5   29       1.62        -       6.43      17
  24    5   30     -11.65        -       7.37      11
  24    5   31      -5.91        -       3.24       7
  24    5   32      20.56        -      11.45       2
  24    6    0      44.13        -       9.60     158
  24    6    1       9.86        -       5.61     331
  24    6    2     101.05        -      10.31     329
  24    6    3      -0.71        -       5.12     336
  24    6    4      31.78        -       6.88     330
  24    6    5      23.03        -       6.19     310
  24    6    6      17.41        -       6.37     297
  24    6    7      -7.58        -       5.53     307
  24    6    8      12.31        -       5.65     281
  24    6    9      22.80        -       5.89     296
  24    6   10       2.72        -       6.01     247
  24    6   11      32.77        -       7.23     260
  24    6   12       0.65        -       5.27     220
  24    6   13      10.22        -       6.75     168
  24    6   14       5.43        -       5.70     217
  24    6   15      -5.80        -       5.35     185
  24    6   16       3.82        -       6.50     162
  24    6   17      46.14        -       8.57     149
  24    6   18       1.33        -       6.02     126
  24    6   19      14.15        -       7.22     113
  24    6   20      16.55        -       6.69      98
  24    6   21     -13.72        -       5.19      88
  24    6   22      31.94        -       8.54      79
  24    6   23      11.09        -       6.36      73
  24    6   24      45.09        -      10.82      79
  24    6   25      -3.40        -       6.23      57
  24    6   26      12.67        -       6.09      39
  24    6   27       0.58        -       6.35      33
  24    6   28       2.67        -       6.34      25
  24    6   29      17.14        -      14.68      13
  24    6   30      -6.86        -       4.33      14
  24    6   31      -2.57        -       2.11      14
  24    6   32       2.17        -       1.57       4
  24    7    0       5.74        -       7.60     153
  24    7    1      10.87        -       4.88     315
  24    7    2      13.61        -       5.60     318
  24    7    3      10.58        -       5.60     321
  24    7    4      -0.44        -       5.23     326
  24    7    5      21.64        -       5.97     305
  24    7    6       7.39        -       4.80     324
  24    7    7       6.78        -       5.20     304
  24    7    8      -1.88        -       5.56     282
  24    7    9       3.48        -       5.90     244
  24    7   10      -8.80        -       5.97     243
  24    7   11       4.22        -       5.62     206
  24    7   12       6.86        -       5.34     191
  24    7   13      29.39        -       6.51     197
  24    7   14      12.16        -       5.62     177
  24    7   15       8.07        -       5.60     166
  24    7   16       9.08        -       6.30     157
  24    7   17       4.44        -       6.74     131
  24    7   18       5.16        -       5.62     118
  24    7   19      35.84        -       8.35     117
  24    7   20       5.93        -       6.19      90
  24    7   21       9.20        -       4.85      97
  24    7   22       3.33        -       6.99      77
  24    7   23      11.74        -       5.50      68
  24    7   24       1.85        -       6.21      62
  24    7   25       5.20        -       6.31      51
  24    7   26      14.53        -       6.71      42
  24    7   27      -6.42        -       5.31      32
  24    7   28      11.11        -      17.64      17
  24    7   29      -0.24        -       4.63      18
  24    7   30      10.10        -       8.46      23
  24    7   31      -0.62        -       2.68       8
  24    7   32       2.37        -       1.92       3
  24    8    0       4.62        -       8.79     123
  24    8    1      18.01        -       6.00     297
  24    8    2      19.20        -       5.78     316
  24    8    3       3.26        -       5.53     325
  24    8    4      51.75        -       8.21     276
  24    8    5      -3.13        -       4.96     320
  24    8    6      11.58        -       5.20     321
  24    8    7      43.39        -       6.32     282
  24    8    8      -5.82        -       5.38     266
  24    8    9      -2.09        -       5.42     231
  24    8   10      13.63        -       6.35     228
  24    8   11       9.79        -       6.17     196
  24    8   12      15.38        -       6.43     167
  24    8   13       8.63        -       6.18     198
  24    8   14      13.35        -       5.85     172
  24    8   15       8.36        -       5.89     171
  24    8   16       3.82        -       5.50     143
  24    8   17      70.95        -      13.14     115
  24    8   18      18.73        -       7.58     123
  24    8   19      21.37        -       8.84      98
  24    8   20       8.53        -       7.38      82
  24    8   21       3.96        -       5.72      82
  24    8   22       2.95        -       7.16      74
  24    8   23      -4.26        -       5.73      73
  24    8   24      -1.62        -       6.26      57
  24    8   25       3.92        -       5.74      59
  24    8   26       0.54        -       5.31      50
  24    8   27      22.16        -      11.43      25
  24    8   28       1.65        -       6.08      27
  24    8   29       0.52        -       7.05      19
  24    8   30      -7.03        -       2.85      15
  24    8   31      -3.90        -       3.70       5
  24    8   32      -5.57        -       2.73       3
  24    9    0      42.13        -      11.00     166
  24    9    1       3.15        -       4.88     359
  24    9    2      31.35        -       5.77     308
  24    9    3       4.46        -       5.30     300
  24    9    4       9.43        -       5.41     291
  24    9    5       3.40        -       5.31     300
  24    9    6      50.94        -       8.37     261
  24    9    7      42.79        -       7.72     300
  24    9    8      19.33        -       6.21     261
  24    9    9      14.20        -       5.74     215
  24    9   10       3.78        -       5.85     219
  24    9   11       6.23        -       5.54     191
  24    9   12       7.29        -       6.62     165
  24    9   13      13.40        -       6.24     163
  24    9   14      67.64        -      11.33     167
  24    9   15       3.15        -       6.05     143
  24    9   16      19.37        -       5.74     157
  24    9   17      21.51        -       6.56     119
  24    9   18      27.22        -       8.80      96
  24    9   19      12.88        -       6.07     111
  24    9   20      28.55        -       6.18     105
  24    9   21      29.34        -       6.45      89
  24    9   22       3.73        -       5.96      60
  24    9   23      -3.97        -       5.50      63
  24    9   24     -11.74        -       6.95      45
  24    9   25       4.59        -       7.13      40
  24    9   26     -10.70        -       6.84      25
  24    9   27       0.43        -       3.40      31
  24    9   28       1.04        -       7.41      33
  24    9   29       7.12        -       4.39      13
  24    9   30      -4.44        -       2.24      13
  24    9   31      -0.68        -       1.73       9
  24    9   32      -0.63        -       2.61       2
  24   10    0      87.43        -      17.98     162
  24   10    1      15.56        -       5.97     305
  24   10    2      60.06        -       8.34     296
  24   10    3      16.59        -       6.07     285
  24   10    4      12.84        -       5.71     268
  24   10    5       7.14        -       5.65     282
  24   10    6       2.02        -       4.80     257
  24   10    7       3.68        -       5.56     239
  24   10    8      17.28        -       5.83     222
  24   10    9      40.67        -       7.37     211
  24   10   10       9.63        -       6.20     163
  24   10   11      37.22        -       8.55     196
  24   10   12      14.88        -       6.14     172
  24   10   13      11.64        -       6.41     149
  24   10   14      13.05        -       5.39     156
  24   10   15      25.81        -       8.20     142
  24   10   16      15.98        -       6.92     114
  24   10   17       9.26        -       6.21     117
  24   10   18       4.95        -       4.69     118
  24   10   19       1.67        -       6.59      95
  24   10   20       2.01        -       5.52      93
  24   10   21      -6.70        -       5.23      94
  24   10   22       3.24        -       6.28      76
  24   10   23       6.85        -       6.24      57
  24   10   24      28.28        -       7.47      44
  24   10   25      14.41        -       5.73      49
  24   10   26      15.86        -       8.07      26
  24   10   27       7.54        -       8.64      29
  24   10   28       8.58        -       7.42      18
  24   10   29       9.89        -       7.72      15
  24   10   30       1.34        -       2.52      10
  24   10   31      -1.52        -       2.76       3
  24   11    0       3.24        -       7.43     158
  24   11    1     151.11        -      15.39     320
  24   11    2      50.76        -       8.46     279
  24   11    3      12.51        -       5.96     249
  24   11    4       9.68        -       5.12     255
  24   11    5       7.10        -       5.39     271
  24   11    6       8.61        -       5.00     249
  24   11    7       2.02        -       5.50     252
  24   11    8      -4.43        -       6.73     210
  24   11    9      10.22        -       5.80     203
  24   11   10       1.80        -       5.32     179
  24   11   11      40.12        -       8.59     172
  24   11   12      19.59        -       6.65     174
  24   11   13      67.40        -      12.38     153
  24   11   14      19.49        -       6.40     141
  24   11   15      12.78        -       7.25     122
  24   11   16      -1.84        -       6.16     126
  24   11   17      47.00        -       9.46     131
  24   11   18       8.28        -       7.49      90
  24   11   19       9.86        -       6.46      85
  24   11   20       7.75        -       5.20     101
  24   11   21      12.55        -       6.44      73
  24   11   22      17.40        -       7.33      70
  24   11   23      -6.29        -       8.22      44
  24   11   24      14.22        -       9.07      47
  24   11   25     -11.30        -       4.23      35
  24   11   26      12.78        -       5.04      39
  24   11   27       4.42        -       6.00      37
  24   11   28      20.73        -      10.48      15
  24   11   29      -4.70        -       6.97      13
  24   11   30      -3.52        -       4.37       8
  24   12    0      51.06        -      13.01     114
  24   12    1      48.05        -       8.56     238
  24   12    2      13.23        -       5.83     251
  24   12    3      -0.19        -       5.92     249
  24   12    4      -1.14        -       5.45     240
  24   12    5      10.61        -       6.44     213
  24   12    6       1.89        -       5.93     198
  24   12    7      28.74        -       6.54     189
  24   12    8       9.82        -       6.35     166
  24   12    9      39.97        -       6.48     217
  24   12   10       8.21        -       5.65     182
  24   12   11      43.88        -       8.16     189
  24   12   12      48.19        -      11.56     142
  24   12   13       2.95        -       5.60     159
  24   12   14      42.94        -      10.59     153
  24   12   15      51.76        -      11.80     129
  24   12   16      -0.13        -       7.20      95
  24   12   17       0.82        -       6.26      93
  24   12   18       0.81        -       6.23      86
  24   12   19      17.85        -       8.38      81
  24   12   20      -6.20        -       5.63      85
  24   12   21       7.19        -       7.22      69
  24   12   22      15.54        -       7.53      53
  24   12   23       4.61        -       6.32      59
  24   12   24      -0.05        -       5.92      48
  24   12   25      20.10        -       6.30      30
  24   12   26       1.59        -       6.43      28
  24   12   27      19.50        -       7.46      21
  24   12   28       6.25        -       5.53      13
  24   12   29       1.57        -       2.72      19
  24   12   30      -2.44        -       3.36       6
  24   12   31      -5.27        -       1.97       2
  24   13    0      20.41        -       7.77      99
  24   13    1      22.06        -       6.92     201
  24   13    2      60.91        -       9.24     219
  24   13    3      19.60        -       6.19     215
  24   13    4      20.06        -       7.25     218
  24   13    5       8.30        -       5.98     211
  24   13    6       3.44        -       5.50     194
  24   13    7      12.81        -       6.98     148
  24   13    8      24.49        -       7.35     186
  24   13    9       8.18        -       5.79     192
  24   13   10      35.01        -       6.86     165
  24   13   11      13.52        -       6.91     167
  24   13   12      32.70        -       7.97     132
  24   13   13      37.45        -       9.77     121
  24   13   14      19.69        -       6.72     122
  24   13   15      35.24        -       9.82     120
  24   13   16       3.30        -       5.57     115
  24   13   17      19.01        -       7.02     107
  24   13   18       6.81        -       5.75      82
  24   13   19      -9.14        -       6.22      81
  24   13   20      22.95        -       5.62      69
  24   13   21      -2.92        -       4.83      68
  24   13   22       3.60        -       6.96      49
  24   13   23       0.02        -       5.72      47
  24   13   24       4.81        -       8.06      39
  24   13   25       0.29        -       5.84      35
  24   13   26       4.13        -       6.52      21
  24   13   27     -13.30        -       5.79      25
  24   13   28       1.08        -       6.15      18
  24   13   29      -0.45        -       1.79      13
  24   13   30       1.20        -       2.06      11
  24   14    0      -5.38        -       8.75      92
  24   14    1      29.44        -       6.24     203
  24   14    2       5.28        -       5.85     191
  24   14    3      35.53        -       6.91     210
  24   14    4      93.15        -      14.41     190
  24   14    5      15.98        -       6.62     170
  24   14    6      10.20        -       5.48     188
  24   14    7       7.62        -       5.85     181
  24   14    8       3.59        -       5.31     183
  24   14    9      57.81        -      10.10     145
  24   14   10      -5.98        -       6.66     145
  24   14   11      28.79        -       6.71     134
  24   14   12      27.64        -       7.41     125
  24   14   13      14.81        -       6.79     129
  24   14   14      11.53        -       6.69     108
  24   14   15      12.21        -       6.24     111
  24   14   16      11.57        -       7.66     101
  24   14   17      12.46        -       5.41      82
  24   14   18       8.67        -       5.78      91
  24   14   19      40.03        -       9.55      61
  24   14   20      -4.89        -       5.81      67
  24   14   21      10.06        -       6.23      57
  24   14   22       9.24        -       5.04      55
  24   14   23      27.64        -       9.11      44
  24   14   24       2.24        -       5.97      28
  24   14   25       5.46        -       5.72      24
  24   14   26       4.38        -      10.63      19
  24   14   27      11.71        -       7.75      13
  24   14   28      -7.13        -       3.51      14
  24   14   29       4.07        -       2.64       6
  24   14   30      -2.69        -       3.75       3
  24   15    0      -0.37        -       8.56      80
  24   15    1      15.12        -       7.04     172
  24   15    2      14.32        -       6.23     180
  24   15    3      10.24        -       6.47     156
  24   15    4      16.81        -       6.81     169
  24   15    5      16.81        -       6.55     178
  24   15    6      17.04        -       6.56     142
  24   15    7      50.96        -      10.36     150
  24   15    8      39.67        -       7.64     172
  24   15    9       5.28        -       5.66     154
  24   15   10       8.56        -       6.36     139
  24   15   11       4.38        -       5.65     140
  24   15   12       9.76        -       5.38     126
  24   15   13       1.61        -       5.21     114
  24   15   14      15.27        -       6.27      83
  24   15   15      13.55        -       7.00     101
  24   15   16      11.35        -       7.57      72
  24   15   17      32.71        -      11.98      81
  24   15   18      17.89        -       8.25      69
  24   15   19      21.70        -       7.90      74
  24   15   20      17.36        -       8.45      53
  24   15   21      12.23        -       6.69      50
  24   15   22      -2.07        -       7.93      48
  24   15   23      33.50        -      13.23      44
  24   15   24       2.10        -       7.83      28
  24   15   25      -4.59        -       6.33      24
  24   15   26      13.18        -       6.68      20
  24   15   27       1.95        -       5.80      13
  24   15   28       5.34        -       3.86      11
  24   15   29      -4.98        -       2.26       5
  24   16    0      -1.41        -       8.39      75
  24   16    1       1.37        -       6.41     145
  24   16    2      15.24        -       7.28     163
  24   16    3      19.62        -       6.96     168
  24   16    4       8.19        -       6.07     158
  24   16    5      21.95        -       7.60     127
  24   16    6      -5.71        -       5.93     153
  24   16    7      41.93        -       9.91     139
  24   16    8      -5.11        -       5.70     131
  24   16    9      19.45        -       7.14     136
  24   16   10      16.87        -       6.15     135
  24   16   11      24.34        -       7.83     118
  24   16   12       7.42        -       6.90     121
  24   16   13      17.71        -       5.99     108
  24   16   14      30.09        -       6.69     113
  24   16   15       7.46        -       6.22      84
  24   16   16      16.31        -       6.15      74
  24   16   17      -5.77        -       6.19      72
  24   16   18      25.53        -       7.35      71
  24   16   19       4.23        -       5.02      63
  24   16   20      15.96        -       6.28      55
  24   16   21      14.86        -       4.94      38
  24   16   22       6.93        -       5.94      42
  24   16   23       2.42        -       5.67      43
  24   16   24       4.31        -       7.39      27
  24   16   25      -2.31        -       5.06      29
  24   16   26       8.59        -       7.18      13
  24   16   27      -6.19        -       2.12      14
  24   16   28       1.08        -       1.18       4
  24   17    0       9.08        -       9.62      68
  24   17    1      16.87        -       6.06     136
  24   17    2      19.55        -       6.37     153
  24   17    3       4.87        -       6.04     133
  24   17    4       6.93        -       5.92     148
  24   17    5      23.52        -       6.41     158
  24   17    6      -1.14        -       5.23     137
  24   17    7      25.45        -       6.52     127
  24   17    8      60.57        -      10.04     148
  24   17    9       3.90        -       7.08     113
  24   17   10      12.95        -       5.64     123
  24   17   11      13.94        -       6.45     107
  24   17   12      24.77        -       8.80     108
  24   17   13       8.56        -       6.17      87
  24   17   14       5.86        -       6.27      95
  24   17   15       6.84        -       5.36      92
  24   17   16       7.04        -       6.37      75
  24   17   17      16.55        -       7.74      62
  24   17   18       7.18        -       7.45      43
  24   17   19       4.67        -       5.97      57
  24   17   20       5.24        -       5.05      40
  24   17   21       8.59        -       7.68      36
  24   17   22      18.30        -       8.07      28
  24   17   23       0.51        -       5.55      33
  24   17   24       3.36        -       5.02      26
  24   17   25       2.31        -       8.13      19
  24   17   26      -3.34        -       3.74      12
  24   17   27      -1.80        -       3.52       8
  24   17   28      -2.50        -       1.33       2
  24   18    0      -4.06        -       8.17      74
  24   18    1      35.90        -       9.37     139
  24   18    2       7.08        -       6.62     137
  24   18    3      50.58        -      10.63     145
  24   18    4      -2.70        -       5.13     149
  24   18    5      13.35        -       6.13     148
  24   18    6      25.28        -       8.82     113
  24   18    7      22.43        -       7.17     127
  24   18    8      -2.83        -       6.17     113
  24   18    9      18.19        -       6.24     111
  24   18   10      19.27        -       7.33      97
  24   18   11       5.68        -       6.12      93
  24   18   12       0.75        -       5.60      86
  24   18   13      -0.33        -       5.81      82
  24   18   14       7.72        -       4.98      82
  24   18   15      -1.09        -       5.64      76
  24   18   16      -4.80        -       5.78      78
  24   18   17       9.46        -       6.43      62
  24   18   18       5.66        -       6.12      44
  24   18   19      38.84        -       9.43      54
  24   18   20       9.81        -       7.81      33
  24   18   21      21.20        -       9.32      24
  24   18   22       3.59        -       4.69      28
  24   18   23      -4.87        -       7.76      19
  24   18   24      10.63        -       5.77      21
  24   18   25      -9.99        -       4.25      15
  24   18   26       1.25        -       3.50       8
  24   18   27      -0.05        -       3.11       4
  24   19    0      18.30        -       9.94      66
  24   19    1      -0.94        -       7.09     108
  24   19    2       3.56        -       5.73     122
  24   19    3      10.11        -       5.21     141
  24   19    4      34.72        -       7.49     145
  24   19    5      -4.83        -       6.09     117
  24   19    6       5.41        -       6.42     111
  24   19    7      17.73        -       7.59      81
  24   19    8      31.77        -       7.62     124
  24   19    9       9.70        -       6.89      97
  24   19   10      -4.93        -       5.39     103
  24   19   11      12.24        -       8.26      78
  24   19   12      12.96        -       6.46      90
  24   19   13      14.01        -       5.40      85
  24   19   14      12.28        -       6.04      60
  24   19   15      10.89        -       6.39      71
  24   19   16       0.56        -       6.40      62
  24   19   17       6.09        -       6.72      49
  24   19   18       6.50        -       6.60      32
  24   19   19      12.02        -       5.66      51
  24   19   20      19.92        -       6.08      44
  24   19   21       6.11        -       5.10      31
  24   19   22       4.38        -       4.58      18
  24   19   23       1.53        -       4.62      27
  24   19   24       9.88        -       7.06      13
  24   19   25      -0.94        -       4.36      13
  24   19   26       0.22        -       0.74       3
  24   19   27       3.53        -       6.01       2
  24   20    0       5.95        -       9.16      50
  24   20    1     -11.06        -       5.55     117
  24   20    2      22.09        -       7.91     134
  24   20    3       4.61        -       6.22     116
  24   20    4       7.55        -       5.58     117
  24   20    5       5.46        -       6.14      97
  24   20    6      10.99        -       5.98     114
  24   20    7       6.28        -       5.32     105
  24   20    8      15.78        -       5.55     112
  24   20    9      -3.28        -       5.88     106
  24   20   10      -1.27        -       5.10     114
  24   20   11      -4.57        -       6.61      83
  24   20   12      36.68        -      11.44      75
  24   20   13      12.72        -       5.18      75
  24   20   14      23.14        -       6.11      68
  24   20   15       6.13        -       6.36      62
  24   20   16      -1.91        -       6.58      49
  24   20   17      -4.33        -       6.82      47
  24   20   18      -2.97        -       4.97      46
  24   20   19      -7.29        -       7.06      30
  24   20   20       2.70        -       6.56      23
  24   20   21       2.88        -       3.85      17
  24   20   22      -2.43        -       4.52      26
  24   20   23      12.12        -       7.54      13
  24   20   24       1.21        -       4.49      12
  24   20   25      -4.35        -       2.19       8
  24   20   26      -2.48        -       2.65       5
  24   21    0       5.12        -       8.45      48
  24   21    1      14.14        -       6.22      95
  24   21    2       9.10        -       7.46      98
  24   21    3      17.57        -       7.08      97
  24   21    4      65.06        -      13.79     101
  24   21    5     -10.43        -       5.24      93
  24   21    6      91.34        -      32.06      82
  24   21    7      -0.51        -       5.03      93
  24   21    8      41.33        -      13.74      68
  24   21    9      11.38        -       5.79      83
  24   21   10       5.21        -       6.55      77
  24   21   11       4.43        -       6.02      55
  24   21   12      -5.63        -       5.10      65
  24   21   13       6.94        -       5.20      67
  24   21   14       4.38        -       4.83      62
  24   21   15       7.05        -       4.93      59
  24   21   16       2.19        -       5.82      48
  24   21   17      -6.28        -       6.20      39
  24   21   18       5.32        -       7.11      29
  24   21   19      -0.54        -       6.14      32
